Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],Fire Alarm
25.99,46.83,1220.0,565.0,12823.0,19424,938.891,Yes
25.78,48.72,167.0,433.0,12771.0,20546,937.328,No
-3.686,57.63,806.0,934.0,12655.0,19527,939.131,Yes
-9.198,49.19,52.0,400.0,13246.0,20197,939.733,Yes
20.787,25.65,11957.0,513.0,12758.0,19207,936.903,No
25.92,47.57,100.0,420.0,12786.0,20623,937.396,No
26.91,47.92,1128.0,400.0,12901.0,19450,938.715,Yes
24.36,53.41,1180.0,400.0,12969.0,19421,938.725,Yes
6.955,53.55,963.0,633.0,12808.0,19484,939.103,Yes
20.361,51.64,1055.0,505.0,12852.0,19463,938.899,Yes
-8.686,53.73,1362.0,400.0,12956.0,19400,938.718,Yes
24.73,52.65,1396.0,415.0,12961.0,19382,938.739,Yes
5.582000000000001,18.51,0.0,400.0,13655.0,21401,936.825,No
26.99,47.75,1325.0,400.0,12975.0,19391,938.73,Yes
-7.377999999999999,51.91,26.0,400.0,13258.0,20192,939.656,Yes
19.215,52.56,1063.0,575.0,12821.0,19467,938.983,Yes
-2.717,57.3,848.0,719.0,12768.0,19518,939.149,Yes
27.56,47.22,97.0,400.0,12811.0,20624,937.343,No
46.01,29.0,11727.0,400.0,12821.0,19224,936.874,No
21.71,58.62,693.0,840.0,12704.0,19559,939.12,Yes
5.553,41.86,150.0,422.0,12773.0,20563,937.318,No
-16.349,54.12,1373.0,405.0,12964.0,19395,938.706,Yes
17.795,50.28,1021.0,480.0,12860.0,19467,938.914,Yes
27.33,43.6,71.0,431.0,12833.0,20713,937.585,No
-11.515999999999998,54.08,1348.0,400.0,12961.0,19392,938.737,Yes
26.64,32.48,0.0,812.0,13286.0,20019,931.101,Yes
24.61,53.01,1367.0,405.0,12984.0,19389,938.803,Yes
35.54,47.5,4763.0,400.0,13168.0,19652,936.93,No
24.99,50.79,1124.0,574.0,12824.0,19446,938.982,Yes
26.71,48.53,1350.0,400.0,12975.0,19386,938.704,Yes
-4.656000000000001,55.49,344.0,400.0,13096.0,19926,939.365,Yes
17.755,53.7,1138.0,400.0,12905.0,19442,938.67,Yes
20.472,47.45,1208.0,401.0,12913.0,19425,938.7,Yes
-16.794,47.85,1385.0,405.0,12981.0,19385,938.697,Yes
14.295,49.51,1099.0,629.0,12798.0,19453,939.062,Yes
25.03,41.68,0.0,400.0,13470.0,21238,937.04,No
19.382,48.63,197.0,429.0,12771.0,20524,937.375,No
18.37,56.58,256.0,400.0,13121.0,19995,939.52,Yes
7.905,52.38,1074.0,400.0,13005.0,19461,938.715,Yes
18.41,56.21,321.0,400.0,13099.0,19933,939.388,Yes
16.35,53.57,1189.0,406.0,12930.0,19430,938.741,Yes
-5.129,52.0,343.0,400.0,13074.0,19925,939.295,Yes
24.45,53.22,1178.0,544.0,12830.0,19444,938.911,Yes
-5.114,57.22,370.0,400.0,13069.0,19898,939.275,Yes
-8.174,53.19,46.0,400.0,13238.0,20167,939.7,Yes
15.81,48.06,1138.0,604.0,12811.0,19458,939.036,Yes
21.26,45.57,144.0,400.0,13161.0,20024,939.684,No
24.36,54.08,1350.0,415.0,12954.0,19386,938.709,Yes
26.75,48.36,1027.0,426.0,12880.0,19471,938.816,Yes
-2.006,41.48,141.0,404.0,12791.0,20580,937.318,No
19.78,54.47,8.0,400.0,13259.0,20212,939.692,Yes
57.96,17.96,47762.0,931.0,12536.0,18512,936.916,No
24.75,50.79,1055.0,632.0,12804.0,19467,939.074,Yes
-3.3310000000000004,47.81,98.0,400.0,13235.0,20123,939.656,Yes
24.932,55.48,23.0,400.0,12736.0,19754,939.842,No
12.486,48.62,1180.0,456.0,12865.0,19436,938.809,Yes
26.26,47.59,216.0,441.0,12764.0,20502,937.455,No
19.93,53.21,146.0,400.0,13222.0,20078,939.67,Yes
12.496,51.33,1103.0,618.0,12802.0,19443,939.053,Yes
26.78,48.29,1270.0,400.0,12999.0,19404,938.811,Yes
24.48,52.38,1057.0,634.0,12804.0,19468,939.13,Yes
22.05,49.94,15.0,400.0,13260.0,20199,939.696,Yes
26.88,47.23,1013.0,598.0,12813.0,19479,939.069,Yes
-5.113,41.59,102.0,400.0,12798.0,20614,937.362,No
15.344,47.65,1178.0,402.0,12891.0,19439,938.759,Yes
27.01,47.58,1124.0,410.0,12891.0,19441,938.751,Yes
13.088,52.64,1304.0,400.0,12950.0,19404,938.758,Yes
27.15,46.88,1124.0,503.0,12851.0,19444,938.906,Yes
13.305,47.28,1055.0,427.0,12868.0,19460,938.845,Yes
26.92,48.0,1203.0,406.0,12917.0,19425,938.695,Yes
20.816,47.59,1040.0,527.0,12839.0,19476,938.931,Yes
26.98,47.85,1195.0,401.0,12929.0,19439,938.712,Yes
19.642,49.33,1228.0,400.0,12911.0,19420,938.723,Yes
12.526,47.45,1224.0,400.0,12956.0,19413,938.742,Yes
-4.74,56.67,334.0,400.0,13098.0,19931,939.325,Yes
16.68,49.64,12.0,400.0,13064.0,19959,939.777,No
-21.431,50.99,1293.0,400.0,12974.0,19401,938.72,Yes
-4.686,52.53,314.0,400.0,13106.0,19951,939.349,Yes
31.16,19.09,0.0,400.0,13366.0,21036,930.926,Yes
23.99,53.89,1038.0,655.0,12794.0,19473,939.081,Yes
17.62,53.44,24.0,400.0,13208.0,20135,939.574,No
16.463,53.66,1161.0,408.0,12893.0,19439,938.735,Yes
-19.315,53.22,1331.0,403.0,12966.0,19393,938.774,Yes
5.311,50.27,1118.0,678.0,12778.0,19458,939.065,Yes
34.81,50.67,6493.0,400.0,13084.0,19544,936.895,No
26.37,46.18,73.0,400.0,12786.0,20667,937.46,No
20.849,47.06,1063.0,534.0,12839.0,19472,938.894,Yes
54.54,19.88,60000.0,15740.0,11048.0,15870,936.835,No
20.02,60.12,296.0,400.0,13131.0,19920,939.663,Yes
26.94,47.63,1381.0,416.0,12948.0,19393,938.675,Yes
19.19,46.4,125.0,400.0,13168.0,20056,939.662,No
26.91,47.93,1343.0,404.0,12982.0,19392,938.713,Yes
22.11,49.19,16.0,400.0,13270.0,20244,939.694,Yes
27.19,30.52,24.0,923.0,13229.0,19981,931.102,Yes
-20.414,50.97,1314.0,400.0,12974.0,19398,938.739,Yes
9.515,50.38,946.0,400.0,13010.0,19488,938.744,Yes
12.448,48.0,1364.0,404.0,12931.0,19389,938.768,Yes
23.48,55.74,749.0,737.0,12767.0,19550,939.15,Yes
21.686,50.14,26.0,400.0,13133.0,20028,939.627,No
-4.099,54.1,302.0,400.0,13111.0,19957,939.405,Yes
24.43,52.99,1140.0,607.0,12811.0,19446,939.042,Yes
12.127,42.83,0.0,400.0,13270.0,21215,937.473,No
24.85,51.18,1103.0,609.0,12813.0,19444,939.021,Yes
14.99,55.77,23.0,400.0,13092.0,19981,939.664,No
-6.318,47.94,34.0,400.0,13255.0,20187,939.673,Yes
24.43,53.85,1356.0,406.0,12968.0,19390,938.745,Yes
-4.886,57.47,325.0,400.0,13103.0,19940,939.316,Yes
26.998,44.61,51.0,408.0,12851.0,20722,937.58,No
-4.651,54.45,342.0,400.0,13089.0,19927,939.369,Yes
19.77,64.44,622.0,554.0,12866.0,19637,939.229,Yes
-21.815,54.12,1344.0,405.0,12968.0,19395,938.733,Yes
40.46,13.95,0.0,1356.0,12920.0,20462,930.934,Yes
14.885,46.5,89.0,400.0,13191.0,20087,939.634,No
26.95,47.64,1320.0,400.0,12964.0,19407,938.725,Yes
-15.446,53.25,1356.0,401.0,12965.0,19392,938.717,Yes
-9.268,49.94,30.0,400.0,13248.0,20222,939.726,Yes
27.09,47.39,1182.0,407.0,12892.0,19430,938.775,Yes
7.836,42.61,172.0,429.0,12774.0,20555,937.32,No
22.508000000000003,49.96,15.0,403.0,12593.0,19681,939.806,No
19.369,47.73,1044.0,561.0,12828.0,19463,938.978,Yes
-4.459,55.29,875.0,928.0,12662.0,19508,939.164,Yes
27.012,42.71,81.0,429.0,12843.0,20707,937.582,No
-21.512,48.27,1373.0,406.0,12978.0,19393,938.693,Yes
15.609000000000002,48.96,222.0,449.0,12763.0,20503,937.412,No
-6.013999999999999,50.83,1297.0,400.0,12968.0,19398,938.707,Yes
6.401,53.42,1348.0,410.0,12983.0,19385,938.806,Yes
22.04,49.19,32.0,400.0,13258.0,20228,939.656,Yes
27.16,46.96,1107.0,464.0,12863.0,19455,938.872,Yes
-8.734,53.87,91.0,400.0,13221.0,20182,939.624,Yes
26.41,50.28,1074.0,473.0,12858.0,19455,938.902,Yes
23.55,52.49,948.0,730.0,12766.0,19497,939.073,Yes
-2.0340000000000003,53.97,1350.0,415.0,12983.0,19395,938.802,Yes
12.906,50.59,1117.0,451.0,12867.0,19449,938.842,Yes
19.53,50.07,266.0,400.0,13117.0,19996,939.517,Yes
-4.34,55.88,835.0,976.0,12638.0,19515,939.124,Yes
28.55,42.18,142.0,407.0,12782.0,20572,937.372,No
24.75,52.74,1172.0,407.0,12891.0,19427,938.768,Yes
20.688,46.86,1073.0,557.0,12831.0,19459,938.967,Yes
-1.608,51.11,1300.0,403.0,12993.0,19401,938.766,Yes
26.41,50.45,1111.0,401.0,12883.0,19440,938.795,Yes
41.0,13.55,0.0,3348.0,12515.0,20304,930.957,Yes
25.81,47.87,131.0,415.0,12773.0,20586,937.415,No
-5.2,47.8,129.0,408.0,12778.0,20582,937.331,No
24.57,52.83,1088.0,570.0,12823.0,19453,939.015,Yes
27.06,45.91,34.0,401.0,12844.0,20748,937.591,No
-1.117,53.42,971.0,721.0,12770.0,19487,939.056,Yes
26.94,47.94,1377.0,416.0,12968.0,19386,938.731,Yes
33.36,17.11,0.0,1080.0,12985.0,20886,930.912,Yes
25.86,47.57,1452.0,427.0,12955.0,19377,938.718,Yes
15.288,51.73,99.0,400.0,13184.0,20081,939.655,No
16.21,54.79,43.0,400.0,13119.0,20014,939.609,No
21.22,52.36,142.0,400.0,13188.0,20126,939.66,Yes
27.12,46.9,1051.0,541.0,12840.0,19458,938.927,Yes
19.532,39.4,9167.0,400.0,12889.0,19375,936.894,No
11.932,45.12,159.0,400.0,13154.0,20011,939.653,No
25.17,49.81,1118.0,553.0,12829.0,19455,938.902,Yes
20.738000000000003,53.76,1218.0,419.0,12913.0,19411,938.713,Yes
24.58,53.15,1381.0,408.0,12950.0,19384,938.724,Yes
11.002,50.64,173.0,400.0,13151.0,20006,939.679,No
18.4,54.52,0.0,400.0,13201.0,20142,939.603,No
12.237,38.47,0.0,400.0,13454.0,21307,937.375,No
-4.373,55.05,323.0,400.0,13104.0,19939,939.392,Yes
2.339,54.92,960.0,680.0,12788.0,19493,939.068,Yes
26.322,52.63,2.0,400.0,13109.0,20007,939.681,No
26.02,52.66,1247.0,400.0,13002.0,19422,938.798,Yes
28.02,38.17,0.0,400.0,13347.0,21176,937.46,No
27.12,47.4,1214.0,400.0,12916.0,19425,938.688,Yes
56.14,12.07,6424.0,400.0,13367.0,19613,936.695,No
26.87,47.78,1122.0,449.0,12869.0,19449,938.857,Yes
6.079,54.04,294.0,400.0,13129.0,19921,939.676,Yes
-11.765,48.38,1314.0,400.0,12963.0,19395,938.725,Yes
26.81,48.14,1320.0,411.0,12995.0,19394,938.812,Yes
12.005999999999998,48.28,1124.0,415.0,12876.0,19442,938.794,Yes
-7.068,48.95,51.0,400.0,13248.0,20168,939.681,Yes
22.53,52.56,311.0,400.0,13123.0,19903,939.668,Yes
26.96,47.04,1065.0,581.0,12817.0,19456,939.017,Yes
20.9,50.94,217.0,400.0,13142.0,20048,939.59,Yes
24.54,53.56,1243.0,414.0,12917.0,19415,938.696,Yes
-8.368,47.82,1228.0,400.0,13016.0,19420,938.757,Yes
25.07,50.31,1141.0,554.0,12829.0,19448,938.908,Yes
16.578,47.63,1141.0,400.0,12900.0,19439,938.741,Yes
25.03,50.95,1203.0,472.0,12855.0,19430,938.824,Yes
31.62,56.61,3419.0,400.0,13247.0,19755,936.918,No
24.92,51.86,1164.0,410.0,12897.0,19441,938.784,Yes
19.359,52.82,1184.0,410.0,12909.0,19441,938.692,Yes
-4.708,50.34,331.0,400.0,13097.0,19934,939.355,Yes
20.147,47.13,1195.0,526.0,12840.0,19438,938.889,Yes
34.89,50.0,3841.0,400.0,13237.0,19715,936.951,No
14.909,53.14,1140.0,477.0,12861.0,19449,938.875,Yes
22.26,48.1,90.0,400.0,13237.0,20124,939.644,Yes
16.442,53.37,1176.0,413.0,12901.0,19446,938.737,Yes
24.44,53.82,1343.0,414.0,12959.0,19385,938.706,Yes
2.687,54.3,251.0,400.0,13147.0,19967,939.688,Yes
27.05,47.35,1124.0,462.0,12864.0,19452,938.861,Yes
11.23,53.12,3.0,413.0,12490.0,19541,939.754,No
13.284,47.83,1136.0,467.0,12852.0,19441,938.823,Yes
13.063,45.25,63.0,454.0,12781.0,20694,937.489,No
24.33,53.17,1076.0,607.0,12810.0,19471,939.071,Yes
24.79,52.29,1159.0,541.0,12834.0,19433,938.919,Yes
28.66,42.88,195.0,429.0,12775.0,20529,937.407,No
-5.063,47.13,107.0,402.0,12780.0,20617,937.435,No
18.99,53.55,387.0,400.0,13037.0,19878,939.268,Yes
26.87,47.73,1118.0,525.0,12841.0,19447,938.898,Yes
-19.938,49.23,1337.0,400.0,12978.0,19396,938.727,Yes
20.532,47.92,1048.0,554.0,12834.0,19467,938.989,Yes
24.72,52.79,1105.0,400.0,12910.0,19454,938.712,Yes
-11.102,47.57,1318.0,400.0,12961.0,19403,938.735,Yes
26.51,49.37,1400.0,420.0,12946.0,19384,938.704,Yes
21.74,50.76,0.0,400.0,13276.0,20258,939.626,Yes
10.656,52.76,1065.0,634.0,12802.0,19461,939.111,Yes
26.72,47.99,1025.0,568.0,12827.0,19471,939.018,Yes
35.48,16.02,0.0,1298.0,12874.0,20670,930.918,Yes
24.48,53.26,1103.0,512.0,12848.0,19448,938.879,Yes
27.12,47.27,1197.0,400.0,12913.0,19430,938.743,Yes
24.64,53.0,1329.0,400.0,12968.0,19395,938.711,Yes
22.57,46.98,119.0,400.0,13230.0,20101,939.615,Yes
8.234,53.98,1059.0,639.0,12801.0,19469,939.067,Yes
13.253,53.13,1149.0,403.0,12886.0,19448,938.768,Yes
15.35,56.04,22.0,400.0,13110.0,19994,939.65,No
26.63,49.1,1186.0,426.0,12876.0,19436,938.814,Yes
12.542,47.88,1210.0,425.0,12873.0,19423,938.764,Yes
27.12,47.02,1086.0,487.0,12865.0,19469,938.913,Yes
54.69,12.64,8676.0,400.0,13285.0,19459,936.686,No
26.58,41.66,0.0,400.0,13011.0,20863,937.458,No
-16.467,53.71,1425.0,419.0,12979.0,19386,938.711,Yes
-0.606,50.76,1394.0,436.0,12979.0,19377,938.794,Yes
26.71,47.82,1094.0,584.0,12818.0,19460,939.033,Yes
20.227,53.0,1180.0,537.0,12834.0,19428,938.898,Yes
24.48,53.52,1289.0,404.0,12955.0,19406,938.687,Yes
19.83,54.22,94.0,400.0,13237.0,20118,939.664,Yes
24.228,39.73,54.0,400.0,12834.0,20724,937.53,No
-6.339,47.78,47.0,400.0,13250.0,20166,939.673,Yes
17.02,54.09,6.0,400.0,13153.0,20046,939.633,No
27.08,47.2,1166.0,477.0,12854.0,19437,938.904,Yes
16.825,47.69,1113.0,400.0,12908.0,19446,938.728,Yes
17.86,53.81,1176.0,406.0,12927.0,19440,938.716,Yes
17.667,48.14,5.0,400.0,13221.0,20171,939.595,No
49.74,20.18,60000.0,5079.0,11648.0,16876,936.836,No
18.012,15.78,650.0,400.0,13703.0,20546,936.673,No
-8.887,55.65,37.0,400.0,13243.0,20234,939.648,Yes
19.924,48.54,1069.0,561.0,12828.0,19460,938.985,Yes
-19.124,11.54,6324.0,400.0,13364.0,19606,936.687,No
24.44,52.94,1046.0,605.0,12816.0,19469,939.1,Yes
20.375,47.49,1157.0,401.0,12922.0,19438,938.673,Yes
18.74,54.33,267.0,400.0,13122.0,19984,939.462,Yes
26.671,49.2,0.0,400.0,13100.0,19992,939.718,No
25.81,47.79,1362.0,432.0,12977.0,19380,938.83,Yes
52.21,24.0,60000.0,15831.0,11090.0,16215,936.844,No
25.517,52.07,11.0,400.0,12809.0,19805,939.85,No
21.35,49.48,207.0,400.0,13146.0,20050,939.609,Yes
19.44,53.57,194.0,400.0,13161.0,20073,939.629,Yes
22.15,56.53,812.0,951.0,12653.0,19537,939.135,Yes
25.657,51.04,34.0,400.0,12799.0,19786,939.82,No
9.031,58.48,0.0,400.0,13362.0,20359,939.691,Yes
21.47,66.37,35.0,1391.0,12970.0,19895,931.262,Yes
-4.899,51.78,340.0,400.0,13092.0,19924,939.339,Yes
18.69,54.8,273.0,400.0,13119.0,19993,939.515,Yes
9.98,47.92,168.0,400.0,13158.0,20007,939.625,No
27.04,47.63,1289.0,408.0,12923.0,19409,938.733,Yes
20.01,53.35,71.0,400.0,13242.0,20147,939.651,Yes
-13.511,21.08,60000.0,13931.0,11184.0,16070,936.86,No
53.87,12.64,3336.0,400.0,13492.0,19831,936.686,No
26.113000000000003,55.7,24.0,400.0,13096.0,19982,939.725,No
-12.300999999999998,53.73,1371.0,413.0,12960.0,19389,938.743,Yes
33.53,17.31,0.0,1229.0,12910.0,20737,930.906,Yes
9.724,48.21,1017.0,626.0,12809.0,19476,939.072,Yes
39.36,38.85,9413.0,400.0,12905.0,19360,936.866,No
24.61,52.92,1078.0,490.0,12849.0,19449,938.908,Yes
-1.938,56.4,917.0,724.0,12768.0,19501,939.096,Yes
27.01,47.63,1164.0,404.0,12898.0,19437,938.754,Yes
13.8,55.4,19.0,400.0,13035.0,19925,939.793,No
20.624,53.13,1090.0,560.0,12832.0,19465,938.971,Yes
-4.133,56.67,304.0,400.0,13108.0,19963,939.404,Yes
39.23,36.61,8898.0,400.0,12945.0,19403,936.882,No
3.544,56.94,354.0,400.0,13102.0,19870,939.687,Yes
19.247,51.7,1092.0,515.0,12843.0,19456,938.87,Yes
27.05,47.45,1300.0,423.0,12929.0,19398,938.735,Yes
25.71,48.88,159.0,444.0,12768.0,20560,937.314,No
20.44,55.78,135.0,400.0,13195.0,20131,939.666,Yes
28.93,42.01,177.0,429.0,12770.0,20544,937.422,No
22.36,48.18,91.0,400.0,13237.0,20122,939.659,Yes
16.976,52.77,1239.0,411.0,12928.0,19427,938.736,Yes
21.49,50.16,176.0,400.0,13174.0,20091,939.664,Yes
-4.08,53.97,298.0,400.0,13109.0,19953,939.413,Yes
26.68,48.84,1187.0,400.0,12934.0,19436,938.73,Yes
21.101,44.73,10.0,437.0,12868.0,20767,937.581,No
16.34,53.36,1186.0,495.0,12854.0,19434,938.906,Yes
49.77,24.75,19823.0,647.0,12685.0,18952,936.889,No
18.563,53.41,1030.0,579.0,12820.0,19476,939.039,Yes
18.802,50.8,1057.0,598.0,12814.0,19470,939.033,Yes
6.074,53.22,1032.0,657.0,12789.0,19471,939.089,Yes
12.76,47.56,1140.0,400.0,12888.0,19451,938.76,Yes
24.57,53.22,1176.0,426.0,12867.0,19432,938.795,Yes
19.92,53.54,136.0,400.0,13215.0,20084,939.647,Yes
-0.263,47.42,128.0,400.0,13226.0,20095,939.656,Yes
14.07,49.62,7.0,400.0,12709.0,19746,939.796,No
-15.769,48.95,1346.0,400.0,12962.0,19392,938.697,Yes
20.213,48.12,185.0,429.0,12766.0,20540,937.416,No
18.64,55.79,246.0,400.0,13123.0,20014,939.565,Yes
22.21,48.5,12.0,400.0,13259.0,20224,939.705,Yes
27.25,43.75,62.0,438.0,12853.0,20726,937.577,No
26.664,39.87,61.0,448.0,12831.0,20719,937.573,No
24.44,53.7,1348.0,405.0,12957.0,19388,938.691,Yes
20.31,47.08,1128.0,523.0,12845.0,19448,938.891,Yes
20.498,50.76,1103.0,525.0,12847.0,19457,938.91,Yes
20.732,52.74,1163.0,544.0,12836.0,19449,938.919,Yes
-6.539,54.29,211.0,400.0,13148.0,20061,939.603,Yes
27.06,47.54,1157.0,400.0,12909.0,19442,938.703,Yes
27.08,46.88,1034.0,548.0,12838.0,19467,938.969,Yes
20.756,56.6,11.0,404.0,12513.0,19591,939.707,No
16.867,46.65,61.0,400.0,13194.0,20112,939.618,No
-7.536,49.31,52.0,400.0,13237.0,20165,939.68,Yes
26.35,49.25,998.0,602.0,12817.0,19482,939.068,Yes
20.506,53.3,1126.0,539.0,12831.0,19435,938.892,Yes
27.08,55.16,24.0,400.0,13043.0,19938,939.764,No
18.096,47.83,1161.0,400.0,12909.0,19435,938.71,Yes
21.15,49.39,7.0,407.0,12540.0,19638,939.776,No
-4.084,56.65,288.0,400.0,13117.0,19975,939.448,Yes
12.27,51.33,1145.0,427.0,12874.0,19448,938.807,Yes
24.76,52.42,1117.0,407.0,12879.0,19445,938.748,Yes
22.605,53.36,84.0,400.0,13107.0,19974,939.628,No
25.27,49.65,1187.0,413.0,12904.0,19440,938.731,Yes
24.65,53.22,1189.0,402.0,12923.0,19437,938.666,Yes
26.47,50.01,1178.0,400.0,12891.0,19438,938.767,Yes
-4.08,56.55,301.0,400.0,13116.0,19969,939.438,Yes
24.57,52.86,1120.0,561.0,12829.0,19449,938.911,Yes
26.22,51.64,1044.0,510.0,12850.0,19465,938.874,Yes
26.46,50.25,1170.0,400.0,12929.0,19428,938.682,Yes
19.3,47.35,65.0,400.0,13119.0,19981,939.612,No
-6.568,51.11,227.0,400.0,13139.0,20051,939.603,Yes
48.44,23.71,13571.0,529.0,12754.0,19103,936.874,No
20.05,53.12,57.0,400.0,13245.0,20160,939.63,Yes
20.792,47.52,1186.0,400.0,12921.0,19422,938.704,Yes
16.895,48.98,1099.0,491.0,12858.0,19456,938.896,Yes
20.26,52.12,107.0,400.0,13223.0,20109,939.648,Yes
53.22,12.96,3076.0,400.0,13491.0,19880,936.695,No
24.25,54.29,1358.0,410.0,12985.0,19387,938.789,Yes
-4.154,50.13,282.0,400.0,13122.0,19989,939.459,Yes
24.52,52.87,1015.0,579.0,12816.0,19468,938.978,Yes
8.227,42.1,162.0,429.0,12773.0,20555,937.315,No
19.078,47.44,1191.0,404.0,12914.0,19434,938.705,Yes
51.38,23.88,60000.0,11505.0,11304.0,16459,936.88,No
25.28,48.57,1335.0,426.0,12940.0,19386,938.695,Yes
-7.93,54.38,38.0,400.0,13241.0,20175,939.688,Yes
26.95,47.61,1109.0,443.0,12866.0,19454,938.834,Yes
17.96,53.25,69.0,400.0,13191.0,20101,939.634,No
19.99,54.05,43.0,400.0,13246.0,20176,939.685,Yes
16.285,48.44,1055.0,470.0,12857.0,19450,938.894,Yes
7.206,51.19,1247.0,400.0,13001.0,19409,938.814,Yes
18.28,56.65,288.0,400.0,13117.0,19975,939.448,Yes
38.3,15.57,0.0,1835.0,12761.0,20511,930.916,Yes
-4.317,56.51,278.0,400.0,13120.0,19992,939.517,Yes
15.58,56.36,0.0,400.0,13084.0,19966,939.74,No
28.84,41.34,125.0,404.0,12786.0,20600,937.34,No
25.54,54.14,1306.0,400.0,12968.0,19397,938.726,Yes
-4.779,56.75,223.0,400.0,13145.0,20040,939.504,Yes
27.5,38.41,0.0,400.0,13444.0,21284,937.392,No
18.5,57.02,382.0,400.0,13046.0,19880,939.273,Yes
-2.448,53.09,92.0,400.0,13240.0,20125,939.637,Yes
19.23,53.97,210.0,400.0,13150.0,20062,939.609,Yes
28.43,43.53,166.0,431.0,12767.0,20540,937.316,No
23.17,57.98,799.0,952.0,12649.0,19533,939.137,Yes
25.548,55.24,19.0,400.0,13115.0,19998,939.636,No
25.19,50.26,1189.0,412.0,12890.0,19434,938.786,Yes
26.3,46.2,158.0,431.0,12771.0,20569,937.327,No
48.76,26.75,60000.0,9551.0,11400.0,16570,936.876,No
-18.853,53.87,1400.0,408.0,12963.0,19377,938.752,Yes
18.57,55.44,279.0,400.0,13122.0,19986,939.489,Yes
14.009,47.55,1117.0,454.0,12868.0,19450,938.848,Yes
15.79,55.29,0.0,400.0,13065.0,19966,939.75,No
-3.954,58.56,707.0,833.0,12709.0,19556,939.121,Yes
20.785,53.77,1205.0,400.0,12920.0,19430,938.695,Yes
20.687,56.18,0.0,400.0,12514.0,19594,939.741,No
24.318,50.25,32.0,400.0,13134.0,20025,939.615,No
25.553,55.14,18.0,400.0,13120.0,20011,939.635,No
19.141,49.68,1092.0,506.0,12850.0,19452,938.882,Yes
20.77,46.55,62.0,400.0,13211.0,20114,939.651,No
26.87,48.23,1218.0,405.0,12917.0,19431,938.735,Yes
24.45,53.76,1222.0,404.0,12911.0,19428,938.688,Yes
24.95,51.87,1210.0,409.0,12915.0,19425,938.702,Yes
15.897,51.89,1197.0,408.0,12893.0,19433,938.754,Yes
25.86,47.34,1412.0,437.0,12935.0,19372,938.691,Yes
26.22,51.76,1335.0,400.0,12982.0,19399,938.714,Yes
26.95,42.88,90.0,411.0,12772.0,20635,937.441,No
26.08,51.26,1011.0,595.0,12817.0,19476,939.06,Yes
25.95,48.76,213.0,446.0,12760.0,20493,937.415,No
17.02,55.06,0.0,400.0,13130.0,20021,939.708,No
13.4,56.63,9.0,400.0,13023.0,19938,939.757,No
26.869,51.78,14.0,400.0,13083.0,19958,939.714,No
12.101,44.62,0.0,400.0,13388.0,21195,937.448,No
22.11,48.99,19.0,400.0,13262.0,20209,939.686,Yes
15.973,46.97,1187.0,636.0,12801.0,19439,939.036,Yes
-3.095,27.84,60000.0,5515.0,11592.0,16983,936.853,No
52.88,12.75,1963.0,400.0,13613.0,20173,936.701,No
25.37,48.94,1281.0,444.0,12890.0,19410,938.696,Yes
20.769,47.62,1193.0,400.0,12923.0,19431,938.694,Yes
26.72,48.62,1118.0,400.0,12909.0,19448,938.713,Yes
-7.167999999999999,54.48,194.0,400.0,13153.0,20061,939.632,Yes
16.42,53.48,48.0,400.0,13120.0,20012,939.583,No
18.159,53.38,990.0,552.0,12836.0,19486,939.018,Yes
27.015,55.0,18.0,400.0,12986.0,19906,939.755,No
7.83,48.03,998.0,646.0,12809.0,19479,939.08,Yes
20.183,49.82,1226.0,415.0,12923.0,19423,938.675,Yes
20.655,47.83,1222.0,416.0,12916.0,19417,938.709,Yes
-4.592,43.35,79.0,408.0,12776.0,20658,937.528,No
15.937,47.32,1126.0,474.0,12862.0,19448,938.914,Yes
26.96,47.76,1231.0,404.0,12907.0,19428,938.717,Yes
13.916,52.06,1149.0,469.0,12859.0,19441,938.863,Yes
24.095,54.47,5.0,400.0,12699.0,19752,939.812,No
18.95,54.36,235.0,400.0,13127.0,20031,939.633,Yes
11.998,51.72,1174.0,422.0,12872.0,19431,938.788,Yes
19.4,50.45,337.0,400.0,13091.0,19923,939.364,Yes
19.39,48.83,7.0,400.0,13164.0,20062,939.625,No
33.26,50.97,3145.0,400.0,13267.0,19825,936.967,No
21.33,53.52,29.0,400.0,13265.0,20230,939.7,Yes
43.13,32.51,8599.0,400.0,12948.0,19414,936.891,No
26.71,48.57,1199.0,425.0,12875.0,19436,938.815,Yes
13.012,53.26,1243.0,400.0,12953.0,19418,938.743,Yes
25.58,47.94,1241.0,429.0,12884.0,19417,938.769,Yes
13.72,49.96,15.0,403.0,12593.0,19681,939.806,No
24.87,52.1,1367.0,406.0,12969.0,19373,938.699,Yes
20.99,49.8,284.0,400.0,13127.0,19993,939.484,Yes
19.97,53.41,18.0,400.0,13251.0,20202,939.696,Yes
-8.787,41.19,87.0,400.0,12791.0,20647,937.486,No
37.7,14.49,335.0,4079.0,12343.0,20280,930.925,Yes
18.588,52.78,34.0,400.0,13191.0,20118,939.601,No
26.9,48.02,1333.0,400.0,12971.0,19394,938.709,Yes
-1.821,52.88,135.0,400.0,13220.0,20080,939.615,Yes
-8.3,49.49,58.0,400.0,13237.0,20165,939.683,Yes
-11.313,12.73,1992.0,400.0,13615.0,20159,936.671,No
20.792,26.32,12749.0,472.0,12775.0,19155,936.898,No
